/ˈeɪ/, /ə/	a
/ɹˈɪbkeɪdʒ/	ribcage
/ɹˈɪbəflˌævɪn/	riboflavin
/ɹˈiːbəʊsˌəʊm/	ribosome
/ɹˈɪbz/	ribs
/ɹˈɪbwɔːt/	ribwort
/ɹˈaɪs/	rice
/ɹˈaɪst/	riced
/ɹˈaɪsɐ/	ricer
/ɹˈaɪsəz/	ricers
/ɹˈaɪsɪz/	rices
/ɹˈɪtʃɐ/	richer
/ɹˈɪtʃəst/	richest
/ɹˈɪtʃɪz/	riches
/ɹˈɪtʃli/	richly
/ɹˈɪtʃnəs/	richness
/ɹˈɪtʃ/	rich
/ɹˈaɪsɪŋ/	ricing
/ɹˈɪkt/	ricked
/ɹˈɪkɪts/	rickets
/ɹˈɪkɪti/	rickety
/ɹˈɪki/	rickey
/ɹˈɪk/	rick
/ɹˈɪkʃɔː/	rickshaw
/ɹˈɪkʃɔːz/	rickshaws
/ɹˈɪks/	ricks
/ɹˈɪkəʃˌeɪd/	ricocheted
/ɹˈɪkəʃɪtɪŋ/	ricocheting
/ɹˈɪkəʃˌeɪ/	ricochet
/ɹˈɪkəʃˌeɪs/	ricochets
/ɹˈɪkɒtɐ/	ricotta
/ɹˈɪktəs/	rictus
/ɹˈɪd/	rid
/ɹˈɪdəns/	riddance
/ɹˈɪdən/	ridden
/ɹˈɪdɪŋ/	ridding
/ɹˈɪdəld/	riddled
/ɹˈɪdəl/	riddle
/ɹˈɪdlɐ/	riddler
/ɹˈɪdəlz/	riddles
/ɹˈɪdlɪŋ/	riddling
/ɹˈaɪd/	ride
/ɹˈaɪdɐ/	rider
/ɹˈaɪdələs/	riderless
/ɹˈaɪdəz/	riders
/ɹˈaɪdz/	rides
/ɹˈɪdʒd/	ridged
/ɹˈɪdʒ/	ridge
/ɹˈɪdʒɪz/	ridges
/ɹˈɪdʒɪŋ/	ridging
/ɹˈɪdʒi/	ridgy
/ɹˈɪdɪkjˌuːld/	ridiculed
/ɹˈɪdɪkjˌuːl/	ridicule
/ɹˈɪdɪkjˌuːlz/	ridicules
/ɹˈɪdɪkjˌuːlɪŋ/	ridiculing
/ɹɪdˈɪkjʊləs/	ridiculous
/ɹɪdˈɪkjʊləsli/	ridiculously
/ɹɪdˈɪkjʊləsnəs/	ridiculousness
/ɹˈaɪdɪŋ/	riding
/ɹˈɪdz/	rids
/ɹˈiːl/	riel
/ɹˈaɪf/	rife
/ɹˈɪf/	riff
/ɹˈɪfɪŋ/	riffing
/ɹˈɪfəl/	riffle
/ɹˈɪflɪŋ/	riffling
/ɹˈɪfɹæf/	riffraff
/ɹˈɪfs/	riffs
/ɹˈaɪfəl/	rifle
/ɹˈaɪfəld/	rifled
/ɹˈaɪflɛmən/	rifleman
/ɹˈaɪflɪmˌɛn/	riflemen
/ɹˈaɪfəlz/	rifles
/ɹˈaɪflɪŋ/	rifling
/ɹˈɪftɪd/	rifted
/ɹˈɪft/	rift
/ɹˈɪfts/	rifts
/ɹˈɪɡ/	rig
/ɹˌɪɡɐtˈəʊni/	rigatoni
/ɹˈɪɡd/	rigged
/ɹˈɪɡɐ/	rigger
/ɹˈɪɡəz/	riggers
/ɹˈɪɡɪŋ/	rigging
/ɹˈaɪt/	right
/ɹˈaɪtɪd/	righted
/ɹˈaɪtʃəs/	righteous
/ɹˈaɪtʃəsli/	righteously
/ɹˈaɪtʃəsnəs/	righteousness
/ɹˈaɪtɐ/	righter
/ɹˈaɪtfəl/	rightful
/ɹˈaɪtfəli/	rightfully
/ɹˈaɪtɪŋ/	righting
/ɹˈaɪtɪst/	rightist
/ɹˈaɪtli/	rightly
/ɹˈaɪtnəs/	rightness
/ɹˈaɪtəʊ/	righto
/ɹˈaɪts/	rights
/ɹˈaɪtwəd/	rightward
/ɹˈaɪtwədz/	rightwards
/ɹˈɪdʒɪd/	rigid
/ɹɪdʒˈɪdɪtiz/	rigidities
/ɹɪdʒˈɪdɪti/	rigidity
/ɹˈɪdʒɪdli/	rigidly
/ɹˈɪɡməɹˌəʊl/	rigmarole
/ɹˈɪɡɐ/	rigor
/ɹˈɪɡəɹəs/	rigorous
/ɹˈɪɡəɹəsli/	rigorously
/ɹˈɪɡəz/	rigors
/ɹˈɪɡɐ/	rigour
/ɹˈɪɡəz/	rigours
/ɹˈɪɡz/	rigs
/ɹˈaɪl/	rile
/ɹˈaɪld/	riled
/ɹˈaɪlz/	riles
/ɹˈaɪlɪŋ/	riling
/ɹˈɪl/	rille
/ɹˈɪl/	rill
/ɹˈɪlz/	rills
/ɹˈaɪm/	rime
/ɹˈaɪmd/	rimed
/ɹˈaɪmz/	rimes
/ɹˈɪmləs/	rimless
/ɹˈɪm/	rim
/ɹˈɪmd/	rimmed
/ɹˈɪmɪŋ/	rimming
/ɹˈɪmz/	rims
/ɹˈaɪnd/	rind
/ɹˈaɪndəpəst/	rinderpest
/ɹˈaɪndz/	rinds
/ɹˈɪŋɡd/	ringed
/ɹˈɪŋɐ/	ringer
/ɹˈɪŋəz/	ringers
/ɹˈɪŋdʒɪt/	ringgit
/ɹˈɪŋɪŋ/	ringing
/ɹˈɪŋɡliːdɐ/	ringleader
/ɹˈɪŋɡliːdəz/	ringleaders
/ɹˈɪŋɡlət/	ringlet
/ɹˈɪŋɡləts/	ringlets
/ɹˈɪŋmɑːstɐ/	ringmaster
/ɹˈɪŋmɑːstəz/	ringmasters
/ɹˈɪŋ/	ring
/ɹˈɪŋsaɪd/	ringside
/ɹˈɪŋz/	rings
/ɹˈɪŋteɪl/	ringtail
/ɹˈɪŋteɪlz/	ringtails
/ɹˈɪŋwɜːm/	ringworm
/ɹˈɪŋk/	rink
/ɹˈɪŋks/	rinks
/ɹˈɪnsd/	rinsed
/ɹˈɪns/	rinse
/ɹˈɪnsɐ/	rinser
/ɹˈɪnsɪz/	rinses
/ɹˈɪnsɪŋ/	rinsing
/ɹˈaɪət/	riot
/ɹˈaɪətɪd/	rioted
/ɹˈaɪətɐ/	rioter
/ɹˈaɪətəz/	rioters
/ɹˈaɪətɪŋ/	rioting
/ɹˈaɪətəs/	riotous
/ɹˈaɪətəsli/	riotously
/ɹˈaɪəts/	riots
/ɹɪpˈeəɹiən/	riparian
/ɹˈɪpkɔːd/	ripcord
/ɹˈɪpkɔːdz/	ripcords
/ɹˈaɪp/	ripe
/ɹˈaɪpən/	ripen
/ɹˈaɪpənd/	ripened
/ɹˈaɪpnəs/	ripeness
/ɹˈaɪpnɪŋ/	ripening
/ɹˈaɪpənz/	ripens
/ɹˈaɪpɐ/	riper
/ɹˈaɪpəst/	ripest
/ɹɪpˈiənəʊ/	ripieno
/ɹˈɪpɒf/	ripoff
/ɹɪpˈɒst/	riposte
/ɹˈɪp/	rip
/ɹˈɪpt/	ripped
/ɹˈɪpɐ/	ripper
/ɹˈɪpəz/	rippers
/ɹˈɪpɪŋ/	ripping
/ɹˈɪpəld/	rippled
/ɹˈɪpəl/	ripple
/ɹˈɪpəlz/	ripples
/ɹˈɪplɪŋ/	rippling
/ɹˈɪpli/	ripply
/ɹˈɪps/	rips
/ɹˈɪptaɪd/	riptide
/ɹˈɪptaɪdz/	riptides
/ɹˈaɪz/	rise
/ɹˈɪzən/	risen
/ɹˈaɪzɐ/	riser
/ɹˈaɪzəz/	risers
/ɹˈaɪzɪz/	rises
/ɹˈiːʃi/	rishi
/ɹˈɪzəbəl/	risible
/ɹˈaɪzɪŋ/	rising
/ɹˈaɪzɪŋz/	risings
/ɹˈɪskt/	risked
/ɹˈɪskiɐ/	riskier
/ɹˈɪskiəst/	riskiest
/ɹˈɪskili/	riskily
/ɹˈɪskinəs/	riskiness
/ɹˈɪskɪŋ/	risking
/ɹˈɪsk/	risk
/ɹˈɪsks/	risks
/ɹˈɪski/	risky
/ɹɪsˈɒtəʊz/	risottos
/ɹɪsˈɒtəʊ/	risotto
/ɹˈɪsəʊl/	rissole
/ɹˈɪsəʊlz/	rissoles
/ɹˈaɪt/	rite
/ɹˈaɪts/	rites
/ɹˈɪtʃuːəlˌaɪzd/	ritualised
/ɹˈɪtʃuːəlˌɪzəm/	ritualism
/ɹˌɪtʃuːəlˈɪstɪk/	ritualistic
/ɹˈɪtʃuːəli/	ritually
/ɹˈɪtʃuːəlz/	rituals
/ɹˈɪtʃuːəl/	ritual
/ɹˈɪtsɪɐ/	ritzier
/ɹˈɪtsi/	ritzy
/ɹˈɪvɪdʒ/	rivage
/ɹˈaɪvəl/	rival
/ɹˈaɪvəld/	rivalled
/ɹˈaɪvəlˌɪŋ/	rivalling
/ɹˈaɪvəlɹɪz/	rivalries
/ɹˈaɪvəlɹi/	rivalry
/ɹˈaɪvəlz/	rivals
/ɹˈaɪv/	rive
/ɹˈaɪvd/	rived
/ɹˈɪvən/	riven
/ɹˈɪvəbˌæŋks/	riverbanks
/ɹˈɪvəbˌæŋk/	riverbank
/ɹˈɪvəbˌɛdz/	riverbeds
/ɹˈɪvəbˌɛd/	riverbed
/ɹˈɪvəbˌəʊts/	riverboats
/ɹˈɪvəbˌəʊt/	riverboat
/ɹˈɪvəfɹˌʌnt/	riverfront
/ɹˈɪvəhˌɛd/	riverhead
/ɹˈɪvəɹˌiːn/	riverine
/ɹˈɪvəsˌaɪd/	riverside
/ɹˈɪvəz/	rivers
/ɹˈaɪvz/	rives
/ɹˈɪvɪtɪd/	riveted
/ɹˈɪvɛtəz/	riveters
/ɹˈɪvɛtɐ/	riveter
/ɹˈɪvɪtɪŋ/	riveting
/ɹˈɪvɪts/	rivets
/ɹˈɪvɪt/	rivet
/ɹˌɪviˈɛɹɐ/	riviera
/ɹˈɪvjʊləts/	rivulets
/ɹˈɪvjʊlət/	rivulet
/ɹˈɪjəl/	riyal
/ɹˈəʊtʃɪz/	roaches
/ɹˈəʊtʃ/	roach
/ɹˈəʊdblɒk/	roadblock
/ɹˈəʊdblɒks/	roadblocks
/ɹˈəʊd/	road
/ɹˈəʊdhɒɡ/	roadhog
/ɹˈəʊdhaʊs/	roadhouse
/ɹˈəʊdi/	roadie
/ɹˈəʊdɪz/	roadies
/ɹˈəʊdkɪl/	roadkill
/ɹˈəʊdɹʌnɐ/	roadrunner
/ɹˈəʊdɹʌnəz/	roadrunners
/ɹˈəʊdz/	roads
/ɹˈəʊdʃəʊ/	roadshow
/ɹˈəʊdʃəʊz/	roadshows
/ɹˈəʊdsaɪd/	roadside
/ɹˈəʊdsaɪdz/	roadsides
/ɹˈəʊdstɐ/	roadster
/ɹˈəʊdstəz/	roadsters
/ɹˈəʊdweɪ/	roadway
/ɹˈəʊdweɪz/	roadways
/ɹˈəʊdwɜːk/	roadwork
/ɹˈəʊdwɜːks/	roadworks
/ɹˈəʊdwɜːði/	roadworthy
/ɹˈəʊmd/	roamed
/ɹˈəʊm/	roam
/ɹˈəʊmɐ/	roamer
/ɹˈəʊməz/	roamers
/ɹˈəʊmɪŋ/	roaming
/ɹˈəʊmz/	roams
/ɹˈəʊn/	roan
/ɹˈɔːd/	roared
/ɹˈɔːɹɐ/	roarer
/ɹˈɔːɹəz/	roarers
/ɹˈɔːɹɪŋ/	roaring
/ɹˈɔː/	roar
/ɹˈɔːz/	roars
/ɹˈəʊstɪd/	roasted
/ɹˈəʊstɐ/	roaster
/ɹˈəʊstəz/	roasters
/ɹˈəʊst/	roast
/ɹˈəʊstɪŋ/	roasting
/ɹˈəʊsts/	roasts
/ɹˈɒb/	rob
/ɹˈɒbd/	robbed
/ɹˈɒbɐ/	robber
/ɹˈɒbəɹiz/	robberies
/ɹˈɒbəz/	robbers
/ɹˈɒbəɹi/	robbery
/ɹˈɒbɪn/	robbin
/ɹˈɒbɪŋ/	robbing
/ɹˈəʊbd/	robed
/ɹˈəʊb/	robe
/ɹˈəʊbz/	robes
/ɹˈɒbɪn/	robin
/ɹˈəʊbɪŋ/	robing
/ɹəbˈɪniə/	robinia
/ɹˈɒbɪnz/	robins
/ɹˈɒbəlz/	robles
/ɹˈəʊbɒt/	robot
/ɹəʊbˈɒtɪkli/	robotically
/ɹəʊbˈɒtɪk/	robotic
/ɹəʊbˈɒtɪks/	robotics
/ɹˈəʊbɒts/	robots
/ɹˈɒbz/	robs
/ɹəʊbˈʌst/	robust
/ɹəʊbˈʌstli/	robustly
/ɹəʊbˈʌstnəs/	robustness
/ɹˈɒk/	roc
/ɹˈɒkɐbˌɪli/	rockabilly
/ɹˈɒkəwˌeɪ/	rockaway
/ɹˈɒkt/	rocked
/ɹˈɒkəɹiz/	rockeries
/ɹˈɒkɐ/	rocker
/ɹˈɒkəz/	rockers
/ɹˈɒkəɹi/	rockery
/ɹˈɒkɪtɪd/	rocketed
/ɹˌɒkɪtˈiə/	rocketeer
/ɹˈɒkɪtɪŋ/	rocketing
/ɹˈɒkɪt/	rocket
/ɹˈɒkɪtɹi/	rocketry
/ɹˈɒkɪts/	rockets
/ɹˈɒkfɔːl/	rockfall
/ɹˈɒkfɪʃ/	rockfish
/ɹˈɒkiɐ/	rockier
/ɹˈɒkinəs/	rockiness
/ɹˈɒkɪŋ/	rocking
/ɹˈɒk/	rock
/ɹˈɒkɹəʊz/	rockrose
/ɹˈɒks/	rocks
/ɹˈɒki/	rocky
/ɹəkˈəʊkəʊ/	rococo
/ɹˈɒd/	rod
/ɹˈəʊd/	rode
/ɹˈəʊdənt/	rodent
/ɹˈəʊdənts/	rodents
/ɹˈəʊdɪˌəʊ/	rodeo
/ɹˈəʊdɪˌəʊz/	rodeos
/ɹˈɒdz/	rods
/ɹˈəʊbʌk/	roebuck
/ɹˈəʊ/	roe
/ɹˈəʊntdʒən/	roentgen
/ɹˈəʊz/	roes
/ɹəɡˈeɪʃən/	rogation
/ɹˈɒdʒɐ/	roger
/ɹˈɒdʒəd/	rogered
/ɹˈɒdʒəɹɪŋ/	rogering
/ɹˈɒdʒəz/	rogers
/ɹˈəʊɡ/	rogue
/ɹˈəʊɡɹi/	roguery
/ɹˈəʊɡz/	rogues
/ɹˈɒɡwɪʃli/	roguishly
/ɹˈɒɡwɪʃ/	roguish
/ɹˈɔɪlɪŋ/	roiling
/ɹˈɔɪlz/	roils
/ɹˈɔɪstəɹɪŋ/	roistering
/ɹˈəʊl/	role
/ɹˈəʊlz/	roles
/ɹˈəʊləwˌeɪ/	rollaway
/ɹˈəʊlbæk/	rollback
/ɹˈəʊlbæks/	rollbacks
/ɹˈəʊld/	rolled
/ɹˈəʊl/	roll
/ɹˈəʊləblˌeɪdɪŋ/	rollerblading
/ɹˈəʊləkˌəʊstɐ/	rollercoaster
/ɹˈəʊlɐ/	roller
/ɹˈəʊləz/	rollers
/ɹˈəʊləskˌeɪt/	rollerskate
/ɹˈəʊlɪkɪŋ/	rollicking
/ɹˈəʊlɪŋ/	rolling
/ɹˈəʊlməp/	rollmop
/ɹˈəʊlməps/	rollmops
/ɹˈəʊləʊvɐ/	rollover
/ɹˈəʊləʊvəz/	rollovers
/ɹˈəʊlz/	rolls
/ɹˈɒmeɪn/	romaine
/ɹəʊmˈænst/	romanced
/ɹəʊmˈænsɐ/	romancer
/ɹəʊmˈænsɪz/	romances
/ɹəʊmˈænsɪŋ/	romancing
/ɹˈəʊmən/	roman
/ɹəʊmˈæntɪkli/	romantically
/ɹəʊmˈæntɪk/	romantic
/ɹəʊmˈæntɪsˌaɪzd/	romanticised
/ɹəʊmˈæntɪsˌaɪz/	romanticise
/ɹəʊmˈæntɪsˌaɪzɪz/	romanticises
/ɹəʊmˈæntɪsˌaɪzɪŋ/	romanticising
/ɹəʊmˈæntɪsˌɪzəm/	romanticism
/ɹəʊmˈæntɪsˌɪst/	romanticist
/ɹəʊmˈæntɪks/	romantics
/ɹˈəʊmɪˌəʊ/	romeo
/ɹˈəʊmɪˌəʊz/	romeos
/ɹˈɒmpt/	romped
/ɹˈɒmpɐ/	romper
/ɹˈɒmpəz/	rompers
/ɹˈɒmpɪŋ/	romping
/ɹˈɒmp/	romp
/ɹˈɒmps/	romps
/ɹˈɒndəʊ/	rondeau
/ɹˈɒndɛl/	rondelle
/ɹˈɒndəl/	rondel
/ɹˈɒnd/	ronde
/ɹˈɒndəʊ/	rondo
/ɹˈuːdz/	roods
/ɹˈuːd/	rood
/ɹˈuːft/	roofed
/ɹˈuːfəz/	roofers
/ɹˈuːfɐ/	roofer
/ɹˈuːfɪŋ/	roofing
/ɹˈuːfləs/	roofless
/ɹˈuːfs/	roofs
/ɹˈuːftɒps/	rooftops
/ɹˈuːftɒp/	rooftop
/ɹˈuːf/	roof
/ɹˈʊkt/	rooked
/ɹˈʊkəɹiz/	rookeries
/ɹˈʊkəɹi/	rookery
/ɹˈʊki/	rookie
/ɹˈʊkɪz/	rookies
/ɹˈʊkɪŋ/	rooking
/ɹˈʊk/	rook
/ɹˈʊks/	rooks
/ɹˈʊki/	rooky
/ɹˈuːmd/	roomed
/ɹˈuːmfəlz/	roomfuls
/ɹˈuːmfəl/	roomful
/ɹˈuːmɪɐ/	roomier
/ɹˈuːmɪnəs/	roominess
/ɹˈuːmɪŋ/	rooming
/ɹˈuːmeɪts/	roommates
/ɹˈuːmeɪt/	roommate
/ɹˈuːmz/	rooms
/ɹˈuːm/	room
/ɹˈuːmi/	roomy
/ɹˈuːstɪd/	roosted
/ɹˈuːstəz/	roosters
/ɹˈuːstɐ/	rooster
/ɹˈuːstɪŋ/	roosting
/ɹˈuːsts/	roosts
/ɹˈuːst/	roost
/ɹˈuːtɪd/	rooted
/ɹˈuːtəz/	rooters
/ɹˈuːtɐ/	rooter
/ɹˈuːtɪŋ/	rooting
/ɹˈuːtləsnəs/	rootlessness
/ɹˈuːtləs/	rootless
/ɹˈuːtləts/	rootlets
/ɹˈuːtlaɪk/	rootlike
/ɹˈuːtstɒk/	rootstock
/ɹˈuːts/	roots
/ɹˈuːt/	root
/ɹˈuː/	roo
/ɹˈəʊpt/	roped
/ɹˈəʊp/	rope
/ɹˈəʊpɐ/	roper
/ɹˈəʊpəz/	ropers
/ɹˈəʊps/	ropes
/ɹˈəʊpi/	ropey
/ɹˈəʊpɪŋ/	roping
/ɹˈəʊpi/	ropy
/ɹˈəʊk/	roque
/ɹˈɔːkwəl/	rorqual
/ɹˈəʊzəɹˌiz/	rosaries
/ɹˈəʊzəɹˌi/	rosary
/ɹˈəʊzeɪt/	roseate
/ɹˈəʊzbeɪ/	rosebay
/ɹˈəʊzbʌd/	rosebud
/ɹˈəʊzbʌdz/	rosebuds
/ɹˈəʊzbʊʃ/	rosebush
/ɹˈəʊzməɹi/	rosemary
/ɹˈəʊzɪz/	roses
/ɹəʊzˈɛt/	rosette
/ɹəʊzˈɛts/	rosettes
/ɹˈəʊzwɔːtɐ/	rosewater
/ɹˈəʊzwʊd/	rosewood
/ɹˈəʊzɪɐ/	rosier
/ɹˈəʊzɪəst/	rosiest
/ɹˈɒsɪn/	rosin
/ɹˈɒstəɹɪŋ/	rostering
/ɹˈɒstəz/	rosters
/ɹˈɒstɐ/	roster
/ɹˈɒstɹɐ/	rostra
/ɹˈɒstɹəmz/	rostrums
/ɹˈɒstɹəm/	rostrum
/ɹˈəʊzi/	rosy
/ɹˈəʊtɐ/	rota
/ɹˈəʊtəɹi/	rotary
/ɹˈəʊtəz/	rotas
/ɹəʊtˈeɪtɪd/	rotated
/ɹəʊtˈeɪt/	rotate
/ɹəʊtˈeɪts/	rotates
/ɹəʊtˈeɪtɪŋ/	rotating
/ɹəʊtˈeɪʃənəl/	rotational
/ɹəʊtˈeɪʃən/	rotation
/ɹəʊtˈeɪʃənz/	rotations
/ɹəʊtˈeɪtɐ/	rotator
/ɹˈəʊt/	rote
/ɹˈɒtɡʌt/	rotgut
/ɹˈəʊtɪsəɹi/	rotisserie
/ɹˈəʊtɐ/	rotor
/ɹˈəʊtəz/	rotors
/ɹˈɒts/	rots
/ɹˈɒt/	rot
/ɹˈɒtɪd/	rotted
/ɹˈɒtənəst/	rottenest
/ɹˈɒtənnəs/	rottenness
/ɹˈɒtən/	rotten
/ɹˈɒtəz/	rotters
/ɹˈɒtɐ/	rotter
/ɹˈɒtɪŋ/	rotting
/ɹˈɒtweɪləz/	rottweilers
/ɹˈɒtweɪlɐ/	rottweiler
/ɹˈɒtʌndɐ/	rotunda
/ɹəʊtˈʌnd/	rotund
/ɹˈuːbəlz/	roubles
/ɹˈuːbəl/	rouble
/ɹˈuːʒd/	rouged
/ɹˈuːʒz/	rouges
/ɹˈuːʒ/	rouge
/ɹˈʌfɪdʒ/	roughage
/ɹˈʌfkɑːst/	roughcast
/ɹˈʌfkɑːstɪŋ/	roughcasting
/ɹˈʌfd/	roughed
/ɹˈʌfənd/	roughened
/ɹˈʌfən/	roughen
/ɹˈʌfənɪŋ/	roughening
/ɹˈʌfɐ/	rougher
/ɹˈʌfəst/	roughest
/ɹˈʌf/	rough
/ɹˈʌfhaʊs/	roughhouse
/ɹˈʌfɪŋ/	roughing
/ɹˈʌfɪʃ/	roughish
/ɹˈʌfli/	roughly
/ɹˈʌfnɛk/	roughneck
/ɹˈʌfnɛks/	roughnecks
/ɹˈʌfnəs/	roughness
/ɹˈʌfz/	roughs
/ɹˈʌfʃɒd/	roughshod
/ɹˈuːleɪd/	roulade
/ɹuːlˈɛt/	roulette
/ɹˈaʊndɐbˌaʊt/	roundabout
/ɹˈaʊndɐbˌaʊts/	roundabouts
/ɹˈaʊnd/	round
/ɹˈaʊndɪd/	rounded
/ɹˈaʊndəl/	roundel
/ɹˈaʊndɪlˌeɪ/	roundelay
/ɹˈaʊndəlz/	roundels
/ɹˈaʊndɐ/	rounder
/ɹˈaʊndəz/	rounders
/ɹˈaʊndəst/	roundest
/ɹˈaʊndhaʊs/	roundhouse
/ɹˈaʊndhaʊzɪz/	roundhouses
/ɹˈaʊndɪŋ/	rounding
/ɹˈaʊndɪʃ/	roundish
/ɹˈaʊndli/	roundly
/ɹˈaʊndnəs/	roundness
/ɹˈaʊndz/	rounds
/ɹˈaʊndtɹɪp/	roundtrip
/ɹˈaʊndʌp/	roundup
/ɹˈaʊndwɜːm/	roundworm
/ɹˈaʊndwɜːmz/	roundworms
/ɹˈaʊz/	rouse
/ɹˈaʊzd/	roused
/ɹˈaʊsɐ/	rouser
/ɹˈaʊzɪz/	rouses
/ɹˈaʊzɪŋ/	rousing
/ɹˈaʊstɐbˌaʊt/	roustabout
/ɹˈaʊst/	roust
/ɹˈaʊstɪŋ/	rousting
/ɹˈuːtɪŋ/	routeing
/ɹˈuːtəz/	routers
/ɹˈuːts/	routes
/ɹˈuːt/	route
/ɹuːtˈiːnli/	routinely
/ɹuːtˈiːnz/	routines
/ɹˈaʊts/	routs
/ɹˈuː/	roux
/ɹˈəʊvd/	roved
/ɹˈəʊv/	rove
/ɹˈəʊvɐ/	rover
/ɹˈəʊvəz/	rovers
/ɹˈəʊvz/	roves
/ɹˈəʊvɪŋ/	roving
/ɹˈəʊən/	rowan
/ɹˈəʊənz/	rowans
/ɹˈəʊbəʊt/	rowboat
/ɹˈaʊdɪɐ/	rowdier
/ɹˈaʊdɪz/	rowdies
/ɹˈaʊdɪəst/	rowdiest
/ɹˈaʊdɪnəs/	rowdiness
/ɹˈaʊdi/	rowdy
/ɹˈəʊɐ/	rower
/ɹˈəʊəz/	rowers
/ɹˈəʊlɒk/	rowlock
/ɹˈəʊlɒks/	rowlocks
/ɹˈɔɪəlˌɪst/	royalist
/ɹˈɔɪəlˌɪsts/	royalists
/ɹˈɔɪəli/	royally
/ɹˈɔɪəl/	royal
/ɹˈɔɪəlz/	royals
/ɹˈɔɪəltɪz/	royalties
/ɹˈɔɪəlti/	royalty
/ˌɑːɹˈɛs/	rs
/ɹuːbˈɑːtəʊ/	rubato
/ɹˈʌb/	rub
/ɹˈʌbd/	rubbed
/ɹˈʌbɐ/	rubber
/ɹˈʌbəɹinəs/	rubberiness
/ɹˈʌbəɹˌaɪzd/	rubberised
/ɹˈʌbənˌɛkəz/	rubberneckers
/ɹˈʌbənˌɛkɪŋ/	rubbernecking
/ɹˈʌbəz/	rubbers
/ɹˈʌbəɹi/	rubbery
/ɹˈʌbɪŋ/	rubbing
/ɹˈʌbɪŋz/	rubbings
/ɹˈʌbɪʃ/	rubbish
/ɹˈʌbɪʃt/	rubbished
/ɹˈʌbɪʃɪz/	rubbishes
/ɹˈʌbɪʃɪŋ/	rubbishing
/ɹˈʌbɪʃi/	rubbishy
/ɹˈʌbəl/	rubble
/ɹˈʌbli/	rubbly
/ɹˈʌbdaʊn/	rubdown
/ɹuːbˈɛlɐ/	rubella
/ɹˈuːbəl/	rubel
/ɹˈuːbz/	rubes
/ɹˈuːb/	rube
/ɹˈuːbɪkˌʌnd/	rubicund
/ɹuːbˈɪdiəm/	rubidium
/ɹˈuːbiz/	rubies
/ɹˈuːbɹɪks/	rubrics
/ɹˈuːbɹɪk/	rubric
/ɹˈʌbz/	rubs
/ɹˈuːbi/	ruby
/ɹˈʌtʃt/	ruched
/ɹˈʌtʃ/	ruche
/ɹˈʌtʃɪŋ/	ruching
/ɹˈʌkt/	rucked
/ɹˈʌkɪŋ/	rucking
/ɹˈʌk/	ruck
/ɹˈʌksæk/	rucksack
/ɹˈʌksæks/	rucksacks
/ɹˈʌks/	rucks
/ɹˈʌkəs/	ruckus
/ɹˈʌkʃən/	ruction
/ɹˈʌkʃənz/	ructions
/ɹʌdbˈɛkiə/	rudbeckia
/ɹˈʌd/	rudd
/ɹˈʌdɐ/	rudder
/ɹˈʌdələs/	rudderless
/ɹˈʌdəz/	rudders
/ɹˈʌdək/	ruddock
/ɹˈʌdi/	ruddy
/ɹˈuːdli/	rudely
/ɹˈuːdnəs/	rudeness
/ɹˈuːdɐ/	ruder
/ɹˈuːdəst/	rudest
/ɹˈuːd/	rude
/ɹˌuːdɪmˈɛntəɹi/	rudimentary
/ɹˈuːdɪmənts/	rudiments
/ɹˈuːd/	rued
/ɹˈuːfəli/	ruefully
/ɹˈuːfəl/	rueful
/ɹˈuːz/	rues
/ɹˈuː/	rue
/ɹˈʌft/	ruffed
/ɹˈʌf/	ruff
/ɹˈʌfiən/	ruffian
/ɹˈʌfiənz/	ruffians
/ɹˈʌfəld/	ruffled
/ɹˈʌfəl/	ruffle
/ɹˈʌfəlz/	ruffles
/ɹˈʌflɪŋ/	ruffling
/ɹˈʌfli/	ruffly
/ɹˈʌfs/	ruffs
/ɹˈuːfɪjˌɑː/	rufiyaa
/ɹˈuːfəs/	rufous
/ɹˈʌɡ/	rug
/ɹˈʌɡbi/	rugby
/ɹˈʌɡɪdli/	ruggedly
/ɹˈʌɡɪdnəs/	ruggedness
/ɹˈʌɡɐ/	rugger
/ɹˈʌɡɪŋ/	rugging
/ɹˈʌɡz/	rugs
/ɹˌuːɪnˈeɪʃən/	ruination
/ɹˈuːɪnd/	ruined
/ɹˈuːɪŋ/	ruing
/ɹˈuːɪnɪŋ/	ruining
/ɹˈuːɪnəsli/	ruinously
/ɹˈuːɪnəs/	ruinous
/ɹˈuːɪnz/	ruins
/ɹˈuːɪn/	ruin
/ɹˈuːld/	ruled
/ɹˈuːləz/	rulers
/ɹˈuːlɐ/	ruler
/ɹˈuːlz/	rules
/ɹˈuːl/	rule
/ɹˈuːlɪŋz/	rulings
/ɹˈuːlɪŋ/	ruling
/ɹˈʌmbɐ/	rumba
/ɹˈʌmbəz/	rumbas
/ɹˈʌmbəld/	rumbled
/ɹˈʌmbəl/	rumble
/ɹˈʌmblɐ/	rumbler
/ɹˈʌmbəlz/	rumbles
/ɹˈʌmblɪŋ/	rumbling
/ɹˈʌmblɪŋz/	rumblings
/ɹˈʌmbli/	rumbly
/ɹʌmbˈʌsʃəs/	rumbustious
/ɹˈuːmɛn/	rumen
/ɹˈuːmɪnənts/	ruminants
/ɹˈuːmɪnənt/	ruminant
/ɹˈuːmɪnˌeɪt/	ruminate
